Title,Genre,Rating,Rating Count,Review Data
Dada,"Drama, Comedy, Romance",7,2,"Manikandan and Sindhu, final year college students, become parents accidentally. Situations separate them, forcing Manikandan to raise his child, Adhithya, as a single parent. What follows is a beautiful tale of a father and son and their journey against all odds."
Taramani,"Drama, Romance",6.7,24,"An orthodox youngster and a free-spirited lady fall in love, only to understand that they are different in all aspects of life. How do they realise their complex requirements and mistakes?"
Thiruchitrambalam,"Romance, Drama, Comedy",7.2,17,A guy-next-door tries to find romance in his life while also dealing with his personal problems. How long will it be before he realises what he is looking for is right next to him?
Komban,"Family, Action, Comedy, Drama",5.8,13,An angry young man tries to give up his violent ways after his marriage runs into trouble. But his nemesis will not rest until he is killed.
Nandha,"Drama, Crime, Romance",6.9,12,"Nandha returns after serving his term for killing his father. Although he killed him to save his mother, she does not forgive him. He is then taken in by Periyavar, who shelters Sri Lankan refugees."
Kaaki Sattai,"Comedy, Action",4.9,14,"Mathimaran, a police constable, wants to do something worthy of his job and stumbles upon an organ trafficking ring run by Durai that is exploiting immigrant labourers. But, with Durai's connections inside the force and in politics going deep, can the cop succeed?"
Santosh Subramaniam,"Comedy, Romance, Family",7.1,22,"Remake of Bommarillu (2006) Telugu film.  Santosh's life is dictated by his father, who decides everything for him. However, when Santosh falls in love with a girl, he struggles to convince his father to let him marry his girlfriend."
Bagheera,"Drama, Thriller",6,1,"A psychopath, who claims to be a saviour for men, murders women who are involved in more than one relationship. Who is he, and what made him such a monster?"
Vaseegara,"Romance, Comedy",5.9,9,"Bhupathi's father sends him to live under the guidance of his best friend, Viswanath, and find a job. He gets close to the family and falls in love with Viswanath's daughter, who is already engaged."
Ko,"Action, Thriller",7.1,43,"Ashwin is a photographer, covering the upcoming elections for a newspaper. His life gets entangled with politics when one of his published photographs upsets a corrupt political party."
Teddy,"Action, Thriller",6.4,9,A youngster with OCD sets out to save a girl from the clutches of an international medical mafia with the help of a teddy bear which behaves like humans.
Boss Engira Baskaran,"Comedy, Drama, Action",6.7,28,"Bhaskaran is a happy-go-lucky guy, who is yet to complete his B.A. degree, writing arrear examinations annually for years. His only friend is Nallathambi who owns a barber saloon, which he received as a dowry for marrying a two-month pregnant woman. He lives with his mother, Sivakami, brother Saravanan who is a successful veterinarian and sister, Nithya. When his brother marries Nandhini, he gets to meet Nandhini's younger sister Chandrika and wishes to marry her. When he approaches his family for a chance, everyone talks very frankly of his unemployed status which rankles him and he leaves his house to prove himself. With the support of Nallathambi, he establishes a tutorial for Class 10 students and despite early setbacks makes it work, while also convincing Chandrika, who eventually reciprocates his love. However despite all this, Chandrika's father is against her marriage with Bhaskaran for a reason which is revealed in the end."
Penguin,"Thriller, Mystery, Crime",4.9,20,"Rhythm, a pregnant woman, is traumatised by nightmares about the unsolved kidnapping of her first child, Ajay. Soon, she embarks on a harrowing mission to solve the mystery of Ajay's disappearance."
Pudhupettai,"Action, Drama, Crime",7.7,22,"After seeing his mother dead, a young boy runs away and is later recruited by a gangster. After becoming the right hand man of his employer, he makes serious enemies and everyone starts targeting him."
Velainu Vandhutta Vellaikaaran,"Comedy, Drama, Romance",5.5,11,"Murugan is the go-to man for MLA 'Jacket' Janakiraman who is in the good books of the minister of state. Murugan falls in love with an aspiring cop, Archana and tries to make her a cop using his rapport with Jacket. The minister on his deathbed, confides with Jacket where he has stashed billions of cash but an irked relative leads him into an accident that wipes out his memory. Murugan and Jacket's attempts wriggle out of the situation is what the rest of the movie has in store."
Thillalangadi,"Comedy, Action, Drama",5.3,10,"Nisha leaves Krishna because of his easy-going attitude towards his life and career. Soon, her parents arrange her marriage with an NRI and she reluctantly agrees, but things do not go as planned."
Kannathil Muthamittal,"Drama, War",7.6,38,"A little girl is told by her parents that she is adopted. Determined to find her birth mother, her family eventually agrees to take her to Sri Lanka, where they encounter the militant group known as the Tamil Tigers."
Kaththi,"Action, Drama",6.9,74,"Kathiresan aka Kaththi, a criminal, escapes from the Kolkata prison and comes to Chennai, where he comes across his doppelganger Jeevanandham, fighting for his life after being shot at by unknown men. Kathir decides to pass off as Jeeva and make away with a lump sum amount but once he realizes who Jeeva really is, Kathir turns a crusader."
Maari 2,"Action, Comedy",5.6,26,"After falling off the radar for a few years, Maari is back in the fray doing what he does best: taking trouble by the horns and being a total bad-ass. This time around, he is facing off against a formidable opponent named Beeja, who would stop at nothing until he sees Maari's downfall."
Oh My Kadavule,"Comedy, Romance",8,28,Arjun is conveniently married to his best friend Anu and their marriage turns out to be a nightmare since he is not really in love with her. When things get tough Arjun gets a second chance in life that could change his path and perspective altogether.
Pisaasu,"Drama, Thriller, Horror",6.5,29,A violinist experiences paranormal experience in his flat after a death of a girl who he tries to save due to accident. Later he realises that actually the spirit is helping him and he tries to find out who killed the girl by accident.
Trisha Illana Nayanthara,"Romance, Action, Comedy",5.6,14,"A young man falls in love with his childhood friends only to keep breaking up with them, not realising that he will always end up as a loser."
Raatchasi,"Thriller, Drama",6.5,11,The headmaster of a government school brings in several changes at her institution despite facing odds from various quarters.
Chennai 600028 II: Second Innings,"Comedy, Romance",6,13,"The Chennai Sharks XI team goes to Theni for the marriage of their teammate Ragu, and get into a tiff with the local team that becomes a threat to the wedding."
Naane Varuvean,"Action, Thriller, Horror",6.6,12,"A father finds out that his teenager daughter is possessed, and the only way he can save her is by doing the ghost's bidding, which will mean an encounter with his long-separated twin - who happens to be a psycho killer."
Kolamavu Kokila,"Comedy, Thriller",6.9,25,"A young woman takes up drug peddling to make money for the treatment of her mom, who has cancer."
Ayogya,"Action, Crime, Drama",7.3,14,"When a corrupt cop gets embroiled in a heroic brawl, he has no idea how it would eventually lead him to a shocking rape case and change his life forever."
Vaanam,"Action, Crime, Drama",6.1,13,"Five people from varied strata of society – a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken Muslim man – end up together in the same hospital, at a time when it is attacked by terrorists."
